Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
17.40492844581604	0	22.0	7.127412	31.0	11.0	22.0	7.127411872482185	110	110
17.651270866394043	1	6.5625	3.390589	13.0	3.0	6.5625	3.390588997504711	105	215
17.771947622299194	2	1.3648648	0.48139226	2.0	1.0	1.364864864864865	0.4813922467718075	101	316
17.867692232131958	3	4.4814816	5.6527305	26.0	2.0	4.481481481481482	5.652730381698351	121	437
17.95502543449402	4	8.153846	3.8798525	17.0	3.0	8.153846153846153	3.8798523732056895	106	543
18.057756900787354	5	6.875	2.8034577	13.0	4.0	6.875	2.8034576865007255	110	653
18.15294909477234	6	6.866667	5.149326	21.0	2.0	6.866666666666666	5.149325737954005	103	756
18.260180473327637	7	20.6	5.9194593	30.0	12.0	20.6	5.9194594347794975	103	859
18.32999277114868	8	14.714286	5.3107514	22.0	6.0	14.714285714285714	5.310751512983173	103	962
18.414765119552612	9	12.625	6.9090066	26.0	4.0	12.625	6.909006802717739	101	1063
18.551398992538452	10	15.142858	7.159979	28.0	6.0	15.142857142857142	7.159979477795239	106	1169
18.662102937698364	11	17.285715	14.800718	50.0	4.0	17.285714285714285	14.800717026205046	121	1290
18.74787402153015	12	12.666667	5.7542253	20.0	3.0	12.666666666666666	5.754225500544023	114	1404
18.82067894935608	13	15.857142	7.8817797	26.0	5.0	15.857142857142858	7.8817795566478415	111	1515
18.892489194869995	14	18.0	4.690416	25.0	13.0	18.0	4.69041575982343	108	1623
18.97825860977173	15	18.333334	10.546195	40.0	7.0	18.333333333333332	10.54619467970425	110	1733
19.050066709518433	16	15.571428	5.394631	23.0	7.0	15.571428571428571	5.394630739571202	109	1842
19.126860857009888	17	22.2	16.289873	51.0	3.0	22.2	16.28987415543779	111	1953
19.216622352600098	18	16.428572	9.194054	31.0	4.0	16.428571428571427	9.194053091259478	115	2068
19.302395343780518	19	30.25	24.334904	72.0	11.0	30.25	24.33490291741473	121	2189
19.371212244033813	20	12.625	8.8167095	32.0	3.0	12.625	8.816709987291178	101	2290
19.445016145706177	21	8.666667	4.4221663	19.0	3.0	8.666666666666666	4.422166387140533	104	2394
19.520812273025513	22	11.777778	8.904154	34.0	5.0	11.777777777777779	8.904153559844078	106	2500
19.590625286102295	23	9.454545	4.812175	19.0	3.0	9.454545454545455	4.812174642860381	104	2604
19.66941499710083	24	8.230769	4.5767612	18.0	3.0	8.23076923076923	4.576761470967236	107	2711
19.746209859848022	25	6.733333	3.473071	15.0	4.0	6.733333333333333	3.4730710073682953	101	2812
19.818016529083252	26	9.727273	4.3294115	20.0	4.0	9.727272727272727	4.329411236287513	107	2919
19.89082360267639	27	7.428571	4.083316	17.0	3.0	7.428571428571429	4.083315979416129	104	3023
19.961633682250977	28	9.363636	3.4973426	17.0	5.0	9.363636363636363	3.497342556667517	103	3126
20.040423154830933	29	9.416667	7.123416	28.0	3.0	9.416666666666666	7.123416003263853	113	3239
20.11223030090332	30	11.666667	5.4160256	22.0	6.0	11.666666666666666	5.41602560309064	105	3344
20.182044506072998	31	14.428572	7.6318345	27.0	7.0	14.428571428571429	7.631834508110332	101	3445
20.26083278656006	32	18.5	13.275918	46.0	7.0	18.5	13.275918047351754	111	3556
20.334639310836792	33	15.571428	7.6130924	29.0	6.0	15.571428571428571	7.61309291112813	109	3665
20.421436309814453	34	29.75	10.42533	41.0	14.0	29.75	10.425329730996522	119	3784
20.498229503631592	35	5.0	3.070598	14.0	2.0	5.0	3.070597894314954	105	3889
20.571043491363525	36	4.681818	2.2439082	12.0	2.0	4.681818181818182	2.243908190399542	103	3992
20.646841764450073	37	28.5	17.5	53.0	5.0	28.5	17.5	114	4106
20.725015878677368	38	37.333332	20.417856	66.0	20.0	37.333333333333336	20.417857108151406	112	4218
20.816869974136353	39	19.571428	12.715088	39.0	6.0	19.571428571428573	12.715088257175216	137	4355
20.888677835464478	40	13.25	6.2998013	22.0	4.0	13.25	6.299801584177076	106	4461
20.9724543094635	41	15.5	10.356157	39.0	7.0	15.5	10.35615758860399	124	4585
21.043264865875244	42	12.625	7.77717	29.0	5.0	12.625	7.77717011515114	101	4686
21.11407494544983	43	15.857142	8.305395	33.0	4.0	15.857142857142858	8.305395344999217	111	4797
21.186880826950073	44	20.8	4.9959984	26.0	13.0	20.8	4.995998398718719	104	4901
21.25772190093994	45	21.6	8.187796	31.0	8.0	21.6	8.187795796183488	108	5009
21.3624107837677	46	27.0	19.321836	66.0	9.0	27.0	19.32183566158592	162	5171
21.436214447021484	47	18.5	5.5602756	30.0	14.0	18.5	5.560275772537426	111	5282
21.519990921020508	48	30.75	9.83298	39.0	14.0	30.75	9.832980219648569	123	5405
21.594791173934937	49	26.0	8.514693	39.0	17.0	26.0	8.514693182963201	104	5509
21.67756986618042	50	20.166666	10.869171	38.0	10.0	20.166666666666668	10.86917149045358	121	5630
21.74937653541565	51	11.777778	4.87118	22.0	7.0	11.777777777777779	4.871180048173994	106	5736
21.83614444732666	52	15.428572	11.462449	40.0	6.0	15.428571428571429	11.462449786238578	108	5844
21.91294002532959	53	12.555555	9.708085	33.0	5.0	12.555555555555555	9.708084959467902	113	5957
21.980759859085083	54	6.8	2.993326	14.0	3.0	6.8	2.9933259094191533	102	6059
22.049575567245483	55	9.454545	4.0533633	19.0	4.0	9.454545454545455	4.053363056292355	104	6163
22.128363609313965	56	3.857143	1.1866605	9.0	3.0	3.857142857142857	1.1866605518454392	108	6271
